Row.ID,Order.Date,Sales,Category,Sub.Category,Region
1726,12/19/15,3.552,Office Supplies,Appliances,East
1727,12/19/15,88.832,Office Supplies,Appliances,East
1728,4/29/17,1048.35,Furniture,Tables,East
1729,2/7/16,100.0,Technology,Accessories,South
1730,2/7/16,7.83,Office Supplies,Labels,South
1731,9/28/14,96.256,Office Supplies,Paper,South
1732,9/28/14,10.688,Office Supplies,Paper,South
1733,7/10/16,338.04,Office Supplies,Storage,Central
1734,7/10/16,154.24,Office Supplies,Art,Central
1735,7/29/17,34.848,Office Supplies,Appliances,South
1736,7/29/17,22.0,Technology,Phones,South
1737,7/29/17,4.368,Office Supplies,Art,South
1738,9/3/15,31.44,Office Supplies,Storage,West
1739,9/3/15,17.9,Technology,Accessories,West
1740,9/3/15,129.45,Technology,Accessories,West
1741,8/9/14,20.88,Office Supplies,Labels,West
1742,10/30/17,20.736,Office Supplies,Paper,East
1743,10/30/17,7.168,Furniture,Furnishings,East
1744,10/30/17,11.168,Office Supplies,Storage,East
1745,10/30/17,442.4,Technology,Accessories,East
1746,6/6/14,13.36,Office Supplies,Art,East
1747,8/13/16,11.232,Office Supplies,Binders,South
1748,8/13/16,10.272,Office Supplies,Paper,South
1749,4/25/14,10.368,Office Supplies,Paper,Central
1750,4/25/14,6.24,Office Supplies,Art,Central
1751,11/22/15,206.962,Furniture,Tables,Central
1752,10/14/17,9.46,Furniture,Furnishings,West
1753,12/2/17,559.62,Office Supplies,Storage,West
1754,12/2/17,109.92,Office Supplies,Paper,West
1755,12/2/17,8.56,Office Supplies,Paper,West
1756,12/8/15,360.712,Office Supplies,Paper,Central
1757,12/8/15,1718.4,Technology,Phones,Central
1758,7/13/15,41.568,Office Supplies,Binders,Central
1759,5/11/14,46.864,Technology,Accessories,Central
1760,1/5/14,19.536,Office Supplies,Art,East
1761,9/5/15,411.332,Furniture,Bookcases,West
1762,9/5/15,28.752,Office Supplies,Binders,West
1763,9/5/15,293.199,Furniture,Bookcases,West
1764,8/4/16,35.06,Office Supplies,Supplies,South
1765,8/4/16,4.13,Office Supplies,Labels,South
1766,8/4/16,109.8,Furniture,Furnishings,South
1767,8/4/16,9.82,Office Supplies,Labels,South
1768,3/22/14,7.644,Office Supplies,Binders,South
1769,3/22/14,51.465,Office Supplies,Binders,South
1770,3/2/17,6.976,Office Supplies,Supplies,Central
1771,3/2/17,12.222,Office Supplies,Binders,Central
1772,11/27/16,97.984,Office Supplies,Storage,Central
1773,11/27/16,62.4,Technology,Accessories,Central
1774,4/28/14,20.86,Office Supplies,Binders,East
1775,4/28/14,497.61,Office Supplies,Storage,East
1776,4/28/14,5.34,Office Supplies,Art,East
1777,4/28/14,3.15,Office Supplies,Labels,East
1778,11/24/15,368.91,Office Supplies,Paper,West
1779,11/24/15,14.7,Office Supplies,Art,West
1780,11/11/16,59.97,Technology,Accessories,East
1781,11/11/16,83.36,Office Supplies,Storage,East
1782,7/9/15,6.58,Office Supplies,Paper,East
1783,7/9/15,122.94,Office Supplies,Binders,East
1784,9/22/17,219.84,Office Supplies,Paper,Central
1785,9/22/17,98.16,Technology,Accessories,Central
1786,9/22/17,33.04,Office Supplies,Binders,Central
1787,9/22/17,86.97,Technology,Phones,Central
1788,2/15/15,134.97,Technology,Phones,Central
1789,2/15/15,699.98,Technology,Phones,Central
1790,2/15/15,139.95,Technology,Accessories,Central
1791,9/30/14,48.94,Office Supplies,Paper,East
1792,12/1/14,2807.84,Furniture,Chairs,Central
1793,12/1/14,46.64,Office Supplies,Art,Central
1794,12/8/14,60.416,Office Supplies,Storage,Central
1795,9/5/16,107.94,Office Supplies,Art,Central
1796,8/27/17,63.84,Office Supplies,Storage,East
1797,8/27/17,347.97,Technology,Phones,East
1798,8/27/17,37.008,Office Supplies,Binders,East
1799,7/7/16,215.65,Furniture,Furnishings,West
1800,8/8/16,11.168,Office Supplies,Fasteners,Central
1801,8/8/16,53.952,Office Supplies,Paper,Central
1802,11/13/16,4.18,Furniture,Furnishings,West
1803,9/22/17,5.607,Office Supplies,Binders,East
1804,9/22/17,4663.736,Office Supplies,Supplies,East
1805,9/22/17,79.984,Technology,Accessories,East
1806,12/25/16,2575.944,Technology,Phones,West
1807,12/25/16,45.36,Office Supplies,Paper,West
1808,12/25/16,254.24,Technology,Accessories,West
1809,2/11/16,69.93,Technology,Phones,Central
1810,10/23/16,16.156,Furniture,Furnishings,Central
1811,10/23/16,54.816,Office Supplies,Paper,Central
1812,6/9/14,1441.3,Furniture,Tables,South
1813,11/20/17,77.6,Furniture,Furnishings,East
1814,11/20/17,4.656,Furniture,Furnishings,East
1815,9/14/15,170.136,Furniture,Tables,West
1816,6/4/15,7.38,Office Supplies,Labels,West
1817,6/4/15,9.26,Office Supplies,Art,West
1818,12/13/15,9.96,Office Supplies,Labels,West
1819,5/25/14,75.6,Office Supplies,Appliances,Central
1820,5/25/14,29.32,Furniture,Furnishings,Central
1821,2/16/16,92.064,Office Supplies,Appliances,Central
1822,2/16/16,6.976,Office Supplies,Fasteners,Central
1823,2/16/16,62.958,Furniture,Chairs,Central
1824,2/16/16,5.184,Office Supplies,Paper,Central
1825,12/22/16,31.32,Office Supplies,Binders,West
1826,12/22/16,11.84,Furniture,Furnishings,West
1827,12/22/16,22.784,Furniture,Furnishings,West
1828,2/8/16,1127.976,Technology,Phones,South
1829,7/13/15,38.88,Office Supplies,Paper,South
1830,5/18/14,779.796,Technology,Phones,East
1831,10/21/17,1439.92,Technology,Phones,Central
1832,10/21/17,262.11,Furniture,Tables,Central
1833,11/5/15,207.0,Furniture,Chairs,South
1834,8/1/17,1439.982,Technology,Machines,Central
1835,8/1/17,36.288,Office Supplies,Paper,Central
1836,6/21/14,21.4,Office Supplies,Art,East
1837,2/19/17,1245.86,Office Supplies,Appliances,South
1838,8/1/14,17.544,Office Supplies,Labels,South
1839,8/1/14,44.128,Furniture,Furnishings,South
1840,8/1/14,62.92,Office Supplies,Appliances,South
1841,8/1/14,78.304,Office Supplies,Paper,South
1842,7/18/16,140.81,Furniture,Chairs,South
1843,2/9/15,40.096,Office Supplies,Labels,Central
1844,2/9/15,40.784,Furniture,Furnishings,Central
1845,7/29/17,90.57,Technology,Accessories,West
1846,1/12/17,40.08,Office Supplies,Paper,East
1847,1/12/17,37.68,Furniture,Furnishings,East
1848,9/10/17,362.352,Furniture,Chairs,West
1849,9/10/17,7.184,Office Supplies,Binders,West
1850,7/20/15,34.76,Office Supplies,Storage,Central
1851,7/20/15,831.2,Technology,Accessories,Central
1852,7/20/15,26.4,Office Supplies,Paper,Central
1853,7/20/15,106.75,Office Supplies,Envelopes,Central
1854,7/20/15,97.82,Office Supplies,Paper,Central
1855,7/20/15,141.4,Office Supplies,Storage,Central
1856,6/13/14,14.52,Office Supplies,Art,West
1857,5/12/17,127.92,Office Supplies,Storage,Central
1858,5/12/17,34.24,Office Supplies,Binders,Central
1859,9/3/15,137.62,Office Supplies,Appliances,East
1860,9/3/15,100.49,Technology,Phones,East
1861,3/26/17,257.568,Furniture,Bookcases,East
1862,3/26/17,119.96,Technology,Phones,East
1863,11/12/14,49.632,Office Supplies,Storage,Central
1864,10/13/16,727.45,Furniture,Tables,West
1865,10/13/16,24.96,Furniture,Furnishings,West
1866,11/12/17,370.782,Technology,Phones,East
1867,4/15/17,196.45,Furniture,Furnishings,West
1868,6/25/15,31.104,Office Supplies,Paper,East
1869,6/25/15,78.256,Office Supplies,Storage,East
1870,8/26/16,6.48,Office Supplies,Paper,West
1871,7/21/14,99.2,Office Supplies,Art,West
1872,7/21/14,801.568,Furniture,Chairs,West
1873,7/21/14,272.848,Furniture,Tables,West
1874,11/21/17,70.98,Furniture,Tables,West
1875,6/4/14,16.224,Office Supplies,Paper,East
1876,3/10/16,176.784,Furniture,Bookcases,East
1877,3/25/17,470.376,Technology,Phones,Central
1878,12/29/17,393.568,Furniture,Chairs,West
1879,12/29/17,302.376,Technology,Phones,West
1880,3/28/17,68.742,Office Supplies,Binders,South
1881,3/5/15,29.34,Office Supplies,Envelopes,East
1882,3/5/15,383.607,Furniture,Chairs,East
1883,3/5/15,563.4,Office Supplies,Storage,East
1884,11/13/16,217.056,Office Supplies,Paper,East
1885,1/19/17,6.0,Office Supplies,Labels,Central
1886,4/22/16,31.56,Furniture,Furnishings,West
1887,5/13/14,7.104,Office Supplies,Fasteners,South
1888,5/13/14,398.352,Office Supplies,Binders,South
1889,10/21/14,121.792,Office Supplies,Appliances,East
1890,10/21/14,409.59,Furniture,Tables,East
1891,3/14/14,10.56,Office Supplies,Paper,West
1892,3/14/14,3.38,Office Supplies,Art,West
1893,12/22/17,7.824,Office Supplies,Envelopes,South
1894,11/24/16,24.784,Office Supplies,Paper,West
1895,12/2/17,34.65,Office Supplies,Art,South
1896,12/31/15,487.984,Office Supplies,Binders,West
1897,10/3/17,1793.98,Office Supplies,Binders,Central
1898,8/29/14,29.808,Office Supplies,Envelopes,South
1899,8/29/14,505.176,Office Supplies,Binders,South
1900,8/29/14,174.0585,Furniture,Tables,South
1901,6/29/16,191.88,Office Supplies,Storage,South
1902,8/20/16,14.78,Technology,Phones,Central
1903,10/21/17,5.184,Office Supplies,Paper,West
1904,10/21/17,478.48,Furniture,Chairs,West
1905,10/21/17,28.4,Technology,Accessories,West
1906,10/21/17,909.12,Office Supplies,Storage,Central
1907,5/17/16,2.952,Office Supplies,Binders,South
1908,5/17/16,27.018,Office Supplies,Binders,South
1909,2/3/15,136.92,Furniture,Furnishings,West
1910,12/18/17,18.96,Furniture,Furnishings,East
1911,11/15/16,99.39,Technology,Accessories,West
1912,7/3/17,273.896,Office Supplies,Paper,Central
1913,7/3/17,597.132,Technology,Machines,Central
1914,1/15/14,149.95,Technology,Accessories,South
1915,4/30/17,4.608,Office Supplies,Labels,South
1916,4/30/17,15.528,Office Supplies,Art,South
1917,4/30/17,11.952,Office Supplies,Labels,South
1918,11/8/15,11.65,Office Supplies,Art,East
1919,10/30/15,299.9,Technology,Phones,Central
1920,8/17/17,895.92,Office Supplies,Binders,East
1921,8/17/17,462.564,Furniture,Chairs,East
1922,10/3/15,15.008,Office Supplies,Storage,East
1923,7/8/16,863.64,Technology,Phones,Central
1924,7/8/16,47.616,Office Supplies,Art,Central
1925,12/5/17,92.94,Office Supplies,Paper,West
1926,3/9/17,199.98,Technology,Accessories,West
1927,6/9/16,177.48,Technology,Phones,West
1928,11/28/17,88.768,Office Supplies,Paper,West
1929,3/16/17,6.48,Office Supplies,Paper,West
1930,3/16/17,46.51,Office Supplies,Storage,West
1931,3/16/17,659.976,Technology,Phones,West
1932,11/27/16,271.992,Technology,Phones,West
1933,8/6/17,145.74,Furniture,Bookcases,South
1934,8/6/17,15.4,Furniture,Furnishings,South
1935,11/27/17,244.55,Office Supplies,Paper,West
1936,11/27/17,166.16,Technology,Accessories,West
1937,5/25/15,14.73,Furniture,Furnishings,West
1938,7/8/16,19.968,Office Supplies,Binders,West
1939,7/8/16,33.488,Office Supplies,Storage,West
1940,7/8/16,8.736,Office Supplies,Binders,West
1941,7/8/16,662.88,Furniture,Chairs,West
1942,8/29/17,47.36,Office Supplies,Labels,Central
1943,8/29/17,27.44,Office Supplies,Storage,Central
1944,8/29/17,3.24,Office Supplies,Binders,Central
1945,6/20/16,95.968,Technology,Accessories,Central
1946,6/20/16,10.368,Office Supplies,Paper,Central
1947,9/2/17,23.1,Office Supplies,Art,East
1948,9/2/17,11.54,Furniture,Furnishings,East
1949,9/2/17,254.526,Furniture,Tables,East
1950,9/2/17,12.98,Office Supplies,Appliances,East
1951,9/2/17,26.432,Office Supplies,Binders,East
1952,9/2/17,197.97,Technology,Phones,East
1953,9/2/17,18.9,Office Supplies,Labels,East
1954,9/2/17,1282.41,Furniture,Chairs,East
1955,9/2/17,4.92,Office Supplies,Art,East
1956,9/2/17,238.0,Technology,Accessories,East
1957,9/2/17,167.97,Technology,Accessories,East
1958,9/2/17,17.12,Office Supplies,Paper,East
1959,9/10/17,16.2,Office Supplies,Binders,Central
1960,9/10/17,33.99,Office Supplies,Appliances,Central
1961,9/10/17,296.85,Technology,Accessories,Central
1962,9/10/17,112.8,Technology,Accessories,Central
1963,9/10/17,13.71,Office Supplies,Binders,Central
1964,9/10/17,24.9,Office Supplies,Paper,Central
1965,9/10/17,286.29,Office Supplies,Storage,Central
1966,9/10/17,24.18,Office Supplies,Appliances,Central
1967,12/21/17,281.97,Technology,Phones,East
1968,12/21/17,69.5,Office Supplies,Supplies,East
1969,12/21/17,166.44,Office Supplies,Paper,East
1970,9/23/17,291.96,Technology,Accessories,Central
1971,5/6/17,6.408,Office Supplies,Art,Central
1972,5/6/17,408.744,Technology,Accessories,Central
1973,12/14/14,5.104,Office Supplies,Binders,Central
1974,12/14/14,2.896,Office Supplies,Fasteners,Central
1975,12/14/14,35.016,Technology,Accessories,Central
1976,10/18/14,275.97,Office Supplies,Storage,South
1977,10/18/14,1394.95,Technology,Phones,South
1978,10/18/14,545.88,Furniture,Chairs,South
1979,5/8/15,5.248,Office Supplies,Art,West
1980,4/14/16,933.536,Furniture,Chairs,West
1981,4/14/16,42.976,Office Supplies,Storage,West
1982,12/14/15,3.76,Office Supplies,Binders,South
1983,12/3/14,479.96,Technology,Phones,Central
1984,11/25/14,320.88,Office Supplies,Appliances,West
1985,11/25/14,23.88,Furniture,Furnishings,West
1986,11/25/14,26.76,Office Supplies,Paper,West
1987,7/25/16,1439.976,Technology,Copiers,East
1988,11/9/15,17.22,Office Supplies,Binders,Central
1989,11/9/15,1024.38,Furniture,Tables,Central
1990,11/9/15,26.22,Office Supplies,Envelopes,Central
1991,11/9/15,17.34,Office Supplies,Paper,Central
1992,2/24/17,4.956,Office Supplies,Binders,East
1993,6/25/17,71.04,Office Supplies,Labels,West
1994,6/25/17,5.344,Office Supplies,Art,West
1995,6/25/17,11.304,Office Supplies,Fasteners,West
1996,12/2/17,294.62,Office Supplies,Appliances,Central
1997,12/2/17,8.752,Furniture,Furnishings,Central
1998,2/6/14,15.0,Office Supplies,Labels,South
1999,2/6/14,161.61,Technology,Phones,South
2000,2/6/14,144.95,Technology,Phones,South
2001,4/11/17,199.95,Technology,Accessories,West
2002,4/11/17,41.86,Office Supplies,Art,West
2003,12/25/17,95.94,Office Supplies,Storage,South
2004,12/25/17,304.45,Furniture,Chairs,South
2005,4/11/17,11.364,Office Supplies,Binders,Central
2006,12/31/14,29.68,Office Supplies,Art,Central
2007,12/31/14,47.53,Technology,Accessories,Central
2008,8/3/17,183.372,Furniture,Bookcases,Central
2009,11/15/14,4.224,Office Supplies,Art,South
2010,11/15/14,333.056,Office Supplies,Appliances,South
2011,11/15/14,24.896,Office Supplies,Paper,South
2012,12/11/15,159.984,Technology,Accessories,Central
2013,12/11/15,46.344,Office Supplies,Storage,Central
2014,9/18/16,350.98,Furniture,Chairs,South
2015,9/18/16,13.08,Office Supplies,Paper,South
2016,9/18/16,900.08,Office Supplies,Storage,South
2017,3/19/15,17.568,Office Supplies,Binders,West
2018,3/19/15,14.62,Office Supplies,Labels,West
2019,3/19/15,33.36,Office Supplies,Supplies,West
2020,3/19/15,40.14,Office Supplies,Paper,West
2021,9/19/16,1606.23,Office Supplies,Storage,East
2022,9/19/16,17.04,Office Supplies,Paper,East
2023,9/19/16,49.53,Office Supplies,Binders,East
2024,9/19/16,872.32,Furniture,Chairs,East
2025,8/20/17,239.12,Office Supplies,Binders,West
2026,3/13/15,141.96,Furniture,Bookcases,West
2027,9/8/16,33.024,Office Supplies,Binders,West
2028,9/8/16,67.136,Office Supplies,Binders,West
2029,11/26/15,14.73,Office Supplies,Binders,East
2030,11/26/15,104.9,Office Supplies,Storage,East
2031,11/26/15,61.04,Office Supplies,Binders,East
2032,11/26/15,10.95,Office Supplies,Paper,East
2033,12/9/16,9.392,Office Supplies,Paper,Central
2034,12/9/16,9.328,Office Supplies,Art,Central
2035,9/25/17,8.26,Office Supplies,Binders,Central
2036,9/25/17,269.97,Furniture,Chairs,Central
2037,1/23/15,29.04,Office Supplies,Paper,West
2038,1/23/15,14.62,Office Supplies,Labels,West
2039,6/18/15,11.952,Office Supplies,Paper,West
2040,6/18/15,4.536,Office Supplies,Binders,West
2041,6/18/15,9.156,Office Supplies,Binders,West
2042,6/18/15,75.36,Furniture,Furnishings,West
2043,10/2/15,57.504,Office Supplies,Binders,West
2044,11/18/17,38.864,Office Supplies,Art,East
2045,8/17/14,15.552,Office Supplies,Paper,Central
2046,7/17/16,162.64,Office Supplies,Appliances,East
2047,7/17/16,597.0,Technology,Phones,East
2048,7/17/16,55.48,Office Supplies,Paper,East
2049,7/11/15,289.8,Furniture,Furnishings,East
2050,7/11/15,2.502,Office Supplies,Binders,East
2051,7/11/15,6.48,Office Supplies,Binders,East
2052,7/11/15,341.488,Furniture,Chairs,East
2053,7/11/15,11.12,Office Supplies,Art,East
2054,7/11/15,25.344,Furniture,Furnishings,East
2055,12/1/16,17.31,Furniture,Furnishings,Central
2056,12/22/17,199.95,Technology,Accessories,Central
2057,12/22/17,1586.69,Furniture,Chairs,Central
2058,12/22/17,84.99,Technology,Accessories,Central
2059,12/22/17,411.8,Furniture,Tables,Central
2060,10/31/14,11.34,Office Supplies,Fasteners,West
2061,10/31/14,80.3,Office Supplies,Storage,West
2062,10/31/14,15.968,Office Supplies,Binders,West
2063,10/31/14,64.74,Office Supplies,Paper,West
2064,10/31/14,19.296,Office Supplies,Binders,West
2065,10/31/14,405.64,Office Supplies,Storage,West
2066,10/31/14,146.352,Furniture,Chairs,West
2067,10/31/14,251.91,Technology,Accessories,West
2068,10/31/14,12.39,Office Supplies,Art,West
2069,4/13/15,199.96,Technology,Accessories,West
2070,4/13/15,710.832,Furniture,Tables,West
2071,7/21/16,1.941,Office Supplies,Binders,East
2072,11/20/17,283.92,Furniture,Chairs,West
2073,11/26/16,7.312,Office Supplies,Binders,West
2074,11/7/17,59.97,Technology,Accessories,West
2075,11/7/17,761.544,Technology,Phones,West
2076,12/1/14,58.2,Furniture,Furnishings,West
2077,9/12/17,39.9,Office Supplies,Paper,East
2078,9/12/17,90.86,Office Supplies,Appliances,East
2079,9/12/17,94.85,Office Supplies,Paper,East
2080,12/24/15,106.232,Office Supplies,Paper,West
2081,12/24/15,111.984,Technology,Phones,West
2082,12/24/15,7.712,Furniture,Furnishings,West
2083,2/23/17,37.44,Office Supplies,Paper,West
2084,11/23/14,23.68,Office Supplies,Labels,Central
2085,6/23/16,122.12,Office Supplies,Labels,East
2086,6/23/16,18.45,Office Supplies,Labels,East
2087,6/23/16,324.9,Office Supplies,Storage,East
2088,6/23/16,146.73,Office Supplies,Paper,East
2089,6/23/16,3.96,Office Supplies,Fasteners,East
2090,10/26/15,5.76,Office Supplies,Labels,West
2091,7/15/17,26.55,Office Supplies,Binders,East
2092,7/15/17,310.443,Furniture,Tables,East
2093,11/17/14,479.9,Furniture,Chairs,Central
2094,4/13/15,12.88,Office Supplies,Supplies,West
2095,11/25/15,13.12,Office Supplies,Art,South
2096,5/15/16,511.84,Office Supplies,Binders,South
2097,5/15/16,91.96,Office Supplies,Art,South
2098,5/15/16,8.34,Office Supplies,Art,South
2099,9/7/17,37.68,Office Supplies,Storage,West
2100,9/7/17,279.944,Technology,Accessories,West
2101,3/10/14,636.408,Office Supplies,Storage,West
2102,3/10/14,83.168,Office Supplies,Art,West
2103,7/18/14,259.136,Furniture,Chairs,West
2104,3/24/17,221.92,Office Supplies,Paper,East
2105,3/24/17,26.0,Technology,Accessories,East
2106,9/30/14,15.552,Office Supplies,Paper,South
2107,9/26/14,0.876,Office Supplies,Binders,Central
2108,10/31/15,19.98,Office Supplies,Paper,West
2109,10/31/15,398.352,Office Supplies,Binders,West
2110,10/31/15,5.04,Office Supplies,Art,West
2111,10/31/15,17.45,Office Supplies,Fasteners,West
2112,10/31/15,323.136,Furniture,Chairs,West
2113,10/31/15,29.7,Office Supplies,Supplies,West
2114,10/31/15,1295.84,Technology,Phones,West
2115,10/31/15,46.84,Office Supplies,Storage,West
2116,10/31/15,425.833,Furniture,Bookcases,West
2117,10/12/15,209.67,Furniture,Tables,East
2118,9/19/16,159.88,Office Supplies,Paper,West
2119,4/13/17,5.28,Office Supplies,Paper,West
2120,4/13/17,895.92,Office Supplies,Binders,West
2121,1/7/17,2.808,Office Supplies,Binders,South
2122,11/9/17,215.976,Furniture,Chairs,West
2123,9/22/17,241.96,Furniture,Bookcases,Central
2124,9/22/17,27.72,Office Supplies,Labels,Central
2125,12/1/17,104.68,Office Supplies,Envelopes,East
2126,12/1/17,62.958,Technology,Phones,East
2127,6/23/14,86.376,Technology,Accessories,East
2128,10/4/15,64.944,Furniture,Furnishings,East
2129,10/4/15,20.736,Office Supplies,Paper,East
2130,5/20/14,33.28,Office Supplies,Appliances,East
2131,5/20/14,38.52,Office Supplies,Art,East
2132,5/20/14,139.86,Furniture,Furnishings,East
2133,11/20/15,19.65,Office Supplies,Paper,East
2134,11/30/15,152.991,Office Supplies,Binders,East
2135,11/30/15,10.584,Office Supplies,Fasteners,East
2136,11/30/15,94.92,Technology,Phones,East
2137,12/31/15,14.76,Furniture,Furnishings,Central
2138,12/31/15,3.656,Office Supplies,Binders,Central
2139,11/16/17,146.82,Office Supplies,Paper,East
2140,6/6/14,149.544,Office Supplies,Binders,East
2141,6/6/14,17.14,Office Supplies,Supplies,East
2142,6/6/14,991.764,Furniture,Tables,East
2143,9/1/16,30.48,Office Supplies,Paper,East
2144,9/1/16,23.988,Technology,Phones,East
2145,9/1/16,16.688,Office Supplies,Fasteners,East
2146,6/25/16,422.058,Furniture,Chairs,East
2147,6/25/16,38.088,Office Supplies,Binders,East
2148,6/25/16,254.352,Office Supplies,Storage,East
2149,12/12/14,43.31,Furniture,Furnishings,West
2150,3/31/17,84.95,Technology,Phones,East
2151,11/19/17,233.058,Furniture,Chairs,Central
2152,11/24/14,111.79,Technology,Accessories,Central
2153,11/22/15,14.94,Office Supplies,Paper,East
2154,7/14/16,14.16,Office Supplies,Binders,East
2155,4/30/16,22.608,Furniture,Furnishings,Central
2156,7/25/16,21.48,Office Supplies,Fasteners,West
2157,6/22/14,501.81,Office Supplies,Storage,Central
2158,6/22/14,161.94,Office Supplies,Storage,Central
2159,10/21/17,17.856,Office Supplies,Art,South
2160,9/3/16,8.808,Office Supplies,Binders,Central
2161,5/14/16,79.384,Furniture,Furnishings,East
2162,1/7/16,34.58,Office Supplies,Art,West
2163,3/13/17,314.55,Office Supplies,Paper,West
2164,10/13/16,191.976,Technology,Accessories,Central
2165,10/13/16,8.288,Office Supplies,Paper,Central
2166,10/13/16,139.92,Furniture,Furnishings,Central
2167,10/13/16,15.872,Office Supplies,Art,Central
2168,10/13/16,6.286,Office Supplies,Binders,Central
2169,1/27/17,14.016,Office Supplies,Art,East
2170,1/27/17,71.976,Technology,Accessories,East
2171,1/27/17,107.982,Technology,Phones,East
2172,11/19/17,305.312,Furniture,Chairs,Central
2173,8/1/14,19.752,Office Supplies,Binders,West
2174,7/30/16,9.264,Office Supplies,Binders,Central
2175,7/30/15,61.792,Office Supplies,Storage,Central
2176,10/15/16,45.68,Office Supplies,Paper,West
2177,10/15/16,60.12,Office Supplies,Paper,West
2178,10/15/16,41.72,Office Supplies,Binders,West
2179,10/15/16,71.6,Office Supplies,Paper,West
2180,5/7/16,85.232,Office Supplies,Binders,East
2181,5/7/16,44.4,Office Supplies,Labels,East
2182,5/7/16,442.764,Furniture,Chairs,East
2183,5/7/16,3999.95,Technology,Machines,East
2184,5/7/16,199.95,Technology,Accessories,East
2185,5/7/16,63.68,Furniture,Furnishings,East
2186,8/1/17,54.896,Office Supplies,Binders,West
2187,7/14/16,29.0,Technology,Accessories,South
2188,8/10/17,70.08,Office Supplies,Envelopes,Central
2189,8/10/17,121.3,Furniture,Furnishings,Central
2190,8/10/17,1454.49,Technology,Phones,Central
2191,6/25/16,60.81,Office Supplies,Appliances,West
2192,12/10/16,153.552,Office Supplies,Binders,West
2193,12/10/16,65.34,Office Supplies,Appliances,West
2194,12/10/16,123.92,Office Supplies,Paper,West
2195,12/10/16,35.1,Office Supplies,Appliances,West
2196,12/10/16,44.75,Technology,Accessories,West
2197,12/1/16,4.704,Office Supplies,Art,South
2198,11/28/14,14.67,Office Supplies,Art,South
2199,3/28/15,15.552,Office Supplies,Paper,East
2200,3/28/15,5.232,Office Supplies,Paper,East
2201,6/1/14,22.2,Furniture,Furnishings,South
2202,6/1/14,881.93,Technology,Phones,South
2203,9/6/15,6.096,Office Supplies,Binders,West
2204,9/6/15,191.82,Furniture,Furnishings,West
2205,6/29/15,20.104,Furniture,Furnishings,East
2206,9/10/16,67.56,Office Supplies,Art,South
2207,7/14/14,29.932,Office Supplies,Binders,Central
2208,7/14/14,38.272,Technology,Phones,Central
2209,8/22/15,16.52,Office Supplies,Art,East
2210,11/14/14,832.93,Technology,Phones,East
2211,11/14/14,43.8,Office Supplies,Binders,East
2212,11/27/16,167.292,Office Supplies,Appliances,Central
2213,11/21/17,27.42,Furniture,Furnishings,East
2214,10/1/17,1.44,Office Supplies,Binders,West
2215,10/1/17,61.776,Office Supplies,Binders,West
2216,10/1/17,241.96,Office Supplies,Appliances,West
2217,10/1/17,108.608,Furniture,Chairs,West
2218,9/20/14,2.816,Office Supplies,Art,South
2219,7/28/17,9.984,Office Supplies,Binders,West
2220,7/28/17,14.98,Office Supplies,Storage,West
2221,7/28/17,1145.6,Technology,Phones,West
2222,12/6/15,485.94,Technology,Phones,East
2223,12/6/15,37.376,Office Supplies,Art,East
2224,12/6/15,70.686,Furniture,Chairs,East
2225,7/31/17,54.816,Office Supplies,Paper,East
2226,3/19/16,72.294,Furniture,Bookcases,West
2227,7/29/17,2.896,Office Supplies,Fasteners,Central
2228,7/29/17,124.792,Technology,Phones,Central
2229,10/1/16,330.588,Furniture,Tables,East
2230,3/31/14,673.568,Office Supplies,Binders,West
2231,3/31/14,52.98,Office Supplies,Appliances,West
2232,6/26/17,526.45,Furniture,Furnishings,Central
2233,7/9/17,228.92,Office Supplies,Storage,Central
2234,12/14/15,319.968,Technology,Phones,West
2235,12/5/17,205.03,Technology,Accessories,East
2236,9/15/15,190.86,Office Supplies,Storage,Central
2237,9/15/15,24.32,Office Supplies,Art,Central
2238,7/15/16,44.4,Office Supplies,Supplies,West
2239,4/20/17,44.4,Furniture,Furnishings,Central
2240,11/15/16,1016.792,Office Supplies,Binders,West
2241,11/15/16,38.136,Office Supplies,Binders,West
2242,11/26/16,494.982,Technology,Phones,East
2243,11/21/17,56.56,Office Supplies,Storage,West
2244,11/21/17,5.56,Office Supplies,Art,West
2245,11/21/17,9.02,Office Supplies,Fasteners,West
2246,11/21/17,8.62,Office Supplies,Appliances,West
2247,11/21/17,659.976,Technology,Phones,West
2248,2/15/15,13.36,Office Supplies,Paper,West
2249,2/15/15,41.72,Office Supplies,Binders,West
2250,2/15/15,11.52,Office Supplies,Binders,West
2251,2/15/15,541.44,Office Supplies,Appliances,West
2252,2/15/15,19.44,Office Supplies,Paper,West
2253,4/15/16,143.7,Office Supplies,Paper,West
2254,9/28/15,43.26,Office Supplies,Appliances,West
2255,9/28/15,43.56,Office Supplies,Appliances,West
2256,9/17/16,437.85,Technology,Phones,East
2257,9/17/16,109.48,Furniture,Furnishings,East
2258,6/16/17,1212.96,Furniture,Chairs,West
2259,6/16/17,18.54,Office Supplies,Paper,West
2260,11/8/15,5.0,Office Supplies,Fasteners,West
2261,11/8/15,371.97,Technology,Accessories,West
2262,12/18/15,166.24,Technology,Accessories,East
2263,2/6/17,359.97,Furniture,Bookcases,South
2264,11/14/16,499.98,Technology,Accessories,South
2265,11/14/16,5.28,Office Supplies,Paper,South
2266,11/14/16,8.26,Office Supplies,Binders,South
2267,10/12/17,7.968,Office Supplies,Paper,South
